********** Iniciando experimentos CUTMIX+FMIX con aumentado: 23:04:28 **********
Ejecutando: prueba inicial CUTMIX+FMIX con aumentado (sobre Oitaven)
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset oitaven ******************************
Cargando datos en memoria principal...
--- Iniciando Grid Search Paralelo (150 combinaciones de 72030 combinaciones totales) ---
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=1.0, Soft=0.6, C_Alpha=0.7, Epochs=100, Batch=256, Prob=0.2, Prob2=0.6, Usar_sampler=1
[GPU: 1]  Fin evaluación: F_Alpha=1.5, Decay=1.2, Soft=0.6, C_Alpha=0.5, Epochs=100, Batch=256, Prob=0.4, Prob2=0.5, Usar_sampler=1 *************************
[GPU: 1]  Evaluando: F_Alpha=0.1, Decay=0.1, Soft=0.2, C_Alpha=0.7, Epochs=100, Batch=256, Prob=0.8, Prob2=0.2, Usar_sampler=1
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=0.1, Soft=0.4, C_Alpha=1.0, Epochs=100, Batch=256, Prob=0.6, Prob2=0.3, Usar_sampler=1 *************************
[GPU: 0]  Evaluando: F_Alpha=1.2, Decay=1.5, Soft=0.6, C_Alpha=0.1, Epochs=100, Batch=256, Prob=0.8, Prob2=0.5, Usar_sampler=1
[GPU: 1]  Fin evaluación: F_Alpha=0.5, Decay=0.8, Soft=0.2, C_Alpha=0.1, Epochs=100, Batch=256, Prob=0.4, Prob2=0.3, Usar_sampler=1 *************************
[GPU: 1]  Evaluando: F_Alpha=0.1, Decay=1.5, Soft=0.2, C_Alpha=0.3, Epochs=100, Batch=256, Prob=0.8, Prob2=0.7, Usar_sampler=1
[GPU: 0]  Fin evaluación: F_Alpha=1.2, Decay=0.8, Soft=0.6, C_Alpha=0.7, Epochs=100, Batch=256, Prob=0.2, Prob2=0.2, Usar_sampler=1 *************************
[GPU: 0]  Evaluando: F_Alpha=0.1, Decay=0.5, Soft=0.2, C_Alpha=0.1, Epochs=100, Batch=256, Prob=0.2, Prob2=0.8, Usar_sampler=1
[GPU: 1]  Fin evaluación: F_Alpha=0.2, Decay=0.5, Soft=0.0, C_Alpha=0.5, Epochs=100, Batch=256, Prob=0.3, Prob2=0.7, Usar_sampler=1 *************************
[GPU: 1]  Evaluando: F_Alpha=1.2, Decay=0.8, Soft=0.6, C_Alpha=0.3, Epochs=100, Batch=256, Prob=0.7, Prob2=0.7, Usar_sampler=1
[GPU: 0]  Fin evaluación: F_Alpha=1.2, Decay=1.0, Soft=0.6, C_Alpha=0.3, Epochs=100, Batch=256, Prob=0.4, Prob2=0.7, Usar_sampler=1 *************************
[GPU: 1]  Fin evaluación: F_Alpha=0.1, Decay=0.1, Soft=0.2, C_Alpha=0.7, Epochs=100, Batch=256, Prob=0.8, Prob2=0.2, Usar_sampler=1 *************************
[GPU: 0]  Fin evaluación: F_Alpha=1.2, Decay=1.5, Soft=0.6, C_Alpha=0.1, Epochs=100, Batch=256, Prob=0.8, Prob2=0.5, Usar_sampler=1 *************************
[GPU: 1]  Fin evaluación: F_Alpha=0.1, Decay=1.5, Soft=0.2, C_Alpha=0.3, Epochs=100, Batch=256, Prob=0.8, Prob2=0.7, Usar_sampler=1 *************************
[GPU: 0]  Fin evaluación: F_Alpha=0.1, Decay=0.5, Soft=0.2, C_Alpha=0.1, Epochs=100, Batch=256, Prob=0.2, Prob2=0.8, Usar_sampler=1 *************************
[GPU: 1]  Fin evaluación: F_Alpha=1.2, Decay=0.8, Soft=0.6, C_Alpha=0.3, Epochs=100, Batch=256, Prob=0.7, Prob2=0.7, Usar_sampler=1 *************************

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: oitaven
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 96.51% ± 0.92%
  Clase 02: 84.37% ± 4.18%
  Clase 03: 82.57% ± 2.48%
  Clase 04: 91.39% ± 4.66%
  Clase 05: 91.22% ± 2.96%
  Clase 06: 94.71% ± 0.84%
  Clase 07: 95.49% ± 0.33%
  Clase 08: 93.78% ± 0.76%
  Clase 09: 99.51% ± 0.15%
  Clase 10: 90.66% ± 1.03%
------------------------------------------------------------
OA Final: 94.07% ± 0.16%
AA Final: 92.02% ± 0.51%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 54.70 s
Tiempo medio por época con hiperparámetros óptimos: 0.5470 s
============================================================
------------------------------------------
Ejecutando prueba iteración: 1...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset das_mestas ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: das_mestas
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 74.47% ± 1.18%
  Clase 07: 90.41% ± 0.32%
  Clase 08: 97.24% ± 1.26%
  Clase 10: 94.11% ± 0.18%
------------------------------------------------------------
OA Final: 90.61% ± 0.11%
AA Final: 89.06% ± 0.39%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 99.45 s
Tiempo medio por época con hiperparámetros óptimos: 0.9945 s
============================================================
Prueba iteracion 1 finalizada.
********************************************
Ejecutando prueba iteración: 2...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset eiras_dam ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: eiras_dam
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 98.62% ± 0.31%
  Clase 02: 86.39% ± 3.71%
  Clase 03: 92.92% ± 2.27%
  Clase 04: 94.29% ± 2.21%
  Clase 05: 82.55% ± 3.13%
  Clase 06: 97.80% ± 2.74%
  Clase 07: 92.99% ± 0.26%
  Clase 08: 96.38% ± 0.41%
  Clase 09: 78.51% ± 1.58%
  Clase 10: 89.45% ± 8.02%
------------------------------------------------------------
OA Final: 95.28% ± 0.26%
AA Final: 90.99% ± 1.02%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 40.51 s
Tiempo medio por época con hiperparámetros óptimos: 0.4051 s
============================================================
Prueba iteracion 2 finalizada.
********************************************
Ejecutando prueba iteración: 3...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ermidas_creek ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ermidas_creek
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 94.95% ± 1.17%
  Clase 02: 93.28% ± 2.76%
  Clase 03: 85.78% ± 2.85%
  Clase 04: 98.35% ± 0.53%
  Clase 05: 97.22% ± 2.90%
  Clase 06: 97.61% ± 1.55%
  Clase 07: 98.44% ± 0.25%
  Clase 08: 95.89% ± 0.67%
  Clase 09: 97.59% ± 0.44%
  Clase 10: 97.46% ± 0.28%
------------------------------------------------------------
OA Final: 97.53% ± 0.16%
AA Final: 95.66% ± 0.55%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 63.33 s
Tiempo medio por época con hiperparámetros óptimos: 0.6333 s
============================================================
Prueba iteracion 3 finalizada.
********************************************
Ejecutando prueba iteración: 4...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ferreiras_river ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ferreiras_river
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 94.84% ± 0.24%
  Clase 04: 98.36% ± 0.26%
  Clase 07: 81.00% ± 0.95%
  Clase 08: 91.88% ± 2.10%
  Clase 09: 14.01% ± 6.69%
  Clase 10: 92.92% ± 0.31%
------------------------------------------------------------
OA Final: 91.07% ± 0.07%
AA Final: 78.84% ± 0.94%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 137.69 s
Tiempo medio por época con hiperparámetros óptimos: 1.3769 s
============================================================
Prueba iteracion 4 finalizada.
********************************************
Ejecutando prueba iteración: 5...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset mera_river ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: mera_river
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 88.91% ± 0.44%
  Clase 04: 93.52% ± 1.73%
  Clase 05: 73.28% ± 26.85%
  Clase 06: 16.99% ± 26.11%
  Clase 07: 85.62% ± 0.45%
  Clase 08: 97.92% ± 0.30%
  Clase 10: 93.27% ± 0.41%
------------------------------------------------------------
OA Final: 89.95% ± 0.11%
AA Final: 78.50% ± 1.98%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 168.00 s
Tiempo medio por época con hiperparámetros óptimos: 1.6800 s
============================================================
Prueba iteracion 5 finalizada.
********************************************
Ejecutando prueba iteración: 6...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset ulla ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: ulla
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 02: 99.84% ± 0.28%
  Clase 04: 100.00% ± 0.00%
  Clase 07: 99.56% ± 0.48%
  Clase 08: 98.00% ± 0.44%
  Clase 09: 95.57% ± 2.36%
------------------------------------------------------------
OA Final: 98.59% ± 0.32%
AA Final: 98.59% ± 0.44%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 5.00 s
Tiempo medio por época con hiperparámetros óptimos: 0.0500 s
============================================================
Prueba iteracion 6 finalizada.
********************************************
Ejecutando prueba iteración: 7...
GPUs detectadas: 2
********************Ejecutando prueba sobre el dataset xesta ******************************
Cargando datos en memoria principal...
--- Cargando hiperparámetros óptimos desde hiperParametros_FMIX_CUTMIX_Con_Aumentado.json ---

--- Ejecutando evaluación final paralela (5 experimentos) ---
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA
ACABÓ LA PRUEBA

============================================================
RESULTADOS FINALES PROMEDIADOS (CONJUNTO DE TEST) SOBRE EL FICHERO: xesta
============================================================
Mejor Configuración:
 FMIX_Alpha=0.8, Decay=1.0, Soft=0.2
 CUTMIX_Alpha=1.0
 Epoch=100, Batch=256, Prob_Principal=0.8, Prob_Metodo2=0.8, Sampler=1
------------------------------------------------------------
ACCURACY POR CLASE:
  Clase 01: 91.03% ± 1.44%
  Clase 02: 84.62% ± 7.62%
  Clase 03: 92.95% ± 0.41%
  Clase 04: 96.46% ± 1.22%
  Clase 07: 98.27% ± 0.18%
  Clase 08: 96.76% ± 0.44%
------------------------------------------------------------
OA Final: 97.74% ± 0.04%
AA Final: 93.35% ± 1.32%
------------------------------------------------------------
Tiempo entrenamiento total medio con hiperparámetros óptimos: 156.13 s
Tiempo medio por época con hiperparámetros óptimos: 1.5613 s
============================================================
Prueba iteracion 7 finalizada.
********************************************
********** Se han finalizado todas las pruebas de CUTMIX+FMIX con aumentado: 23:58:12 **********
